t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
   224708 ;      954 ;     N   ;         300 ;  150199 ; saida
   224741 ;     1431 ;     E   ;         200 ;   81083 ; saida
   224764 ;     1137 ;     N   ;         350 ;  112024 ; saida
   225207 ;     1570 ;     N   ;         350 ;   58810 ; saida
   225265 ;     1258 ;     N   ;         250 ;  104738 ; saida
   224791 ;     1244 ;     N   ;         400 ;  105726 ; saida
   224829 ;     1653 ;     O   ;          50 ;   46830 ; saida
   224836 ;      981 ;     N   ;         350 ;  145236 ; saida
   224883 ;     1478 ;     E   ;         200 ;   73318 ; saida
   224907 ;     1492 ;     O   ;         400 ;   72309 ; saida
   224942 ;     1660 ;     N   ;          50 ;   46231 ; saida
   224966 ;     1336 ;     N   ;         100 ;   93433 ; saida
   224994 ;     1150 ;     N   ;         250 ;  117228 ; saida
   225019 ;     1051 ;     N   ;         500 ;  135126 ; saida
   225049 ;     1193 ;     N   ;         500 ;  111505 ; saida
   225362 ;     1092 ;     N   ;         300 ;  131599 ; saida
   225420 ;     1263 ;     N   ;          50 ;  103069 ; saida
   225475 ;     1319 ;     N   ;         450 ;   93989 ; saida
   225530 ;     1235 ;     N   ;          50 ;  107161 ; saida
   225592 ;     1220 ;     N   ;         100 ;  108374 ; saida
   225668 ;     1293 ;     N   ;         400 ;   91585 ; saida
   225730 ;     1109 ;     N   ;         300 ;  127094 ; saida
   225810 ;     1201 ;     N   ;         450 ;  111182 ; saida
   225809 ;     1542 ;     N   ;         450 ;       ? ; entrada
   225070 ;     1571 ;     N   ;         500 ;       ? ; entrada
   225896 ;     1542 ;     N   ;         450 ;   64333 ; saida
   225918 ;     1091 ;     N   ;         100 ;  126762 ; saida
   226004 ;     1180 ;     N   ;         400 ;  111858 ; saida
   226008 ;     1264 ;     N   ;         400 ;  104480 ; saida
   225097 ;     1572 ;     N   ;         100 ;       ? ; entrada
   225101 ;     1200 ;     N   ;         350 ;  111070 ; saida
   225122 ;     1576 ;     N   ;         400 ;       ? ; entrada
   225147 ;     1579 ;     N   ;         350 ;       ? ; entrada
   226089 ;     1581 ;     N   ;         150 ;       ? ; entrada
   226158 ;     1282 ;     N   ;          50 ;  101712 ; saida
   226224 ;     1283 ;     N   ;         200 ;  101691 ; saida
   226285 ;     1243 ;     N   ;         400 ;  107361 ; saida
   226361 ;     1286 ;     N   ;         300 ;   98230 ; saida
   226422 ;      956 ;     N   ;         300 ;  149681 ; saida
   226436 ;     1581 ;     N   ;         150 ;   59051 ; saida
   226451 ;     1162 ;     N   ;         350 ;  117411 ; saida
   226485 ;     1586 ;     N   ;         200 ;       ? ; entrada
   226907 ;     1587 ;     N   ;         350 ;       ? ; entrada
   227515 ;     1316 ;     N   ;         350 ;   97303 ; saida
   227550 ;     1303 ;     N   ;         200 ;   98236 ; saida
   227715 ;     1593 ;     N   ;         400 ;       ? ; entrada
   227927 ;     1544 ;     E   ;         250 ;   66213 ; saida
   227996 ;     1168 ;     N   ;         350 ;  118673 ; saida
   228075 ;     1229 ;     N   ;         450 ;  110121 ; saida
   228141 ;     1198 ;     N   ;         400 ;  113553 ; saida
   228202 ;     1248 ;     N   ;         100 ;  108705 ; saida
   228284 ;     1224 ;     N   ;         400 ;  110678 ; saida
   228365 ;     1608 ;     E   ;         500 ;   58001 ; saida
   228452 ;     1615 ;     E   ;          50 ;   57679 ; saida
   228526 ;     1521 ;     E   ;         400 ;   71532 ; saida
   228590 ;     1578 ;     E   ;         350 ;   61475 ; saida
   228669 ;     1585 ;     E   ;          50 ;   60855 ; saida
   228671 ;     1471 ;     N   ;         200 ;   76651 ; saida
   228724 ;     1671 ;     S   ;         450 ;   48367 ; saida
   228750 ;     1226 ;     N   ;         250 ;  111028 ; saida
   228783 ;     1489 ;     N   ;          50 ;   76504 ; saida
   228966 ;     1487 ;     E   ;         350 ;   75141 ; saida
   227410 ;     1552 ;     E   ;          50 ;   64899 ; saida
   227584 ;     1129 ;     N   ;         100 ;  121173 ; saida
   229058 ;     1494 ;     N   ;         450 ;   76149 ; saida
   229191 ;     1639 ;     S   ;         500 ;   52299 ; saida
   229326 ;     1636 ;     S   ;         500 ;   52728 ; saida
   229666 ;     1598 ;     N   ;         400 ;       ? ; entrada
   229705 ;     1555 ;     N   ;         350 ;       ? ; entrada
   229760 ;     1555 ;     N   ;         350 ;   60274 ; saida
   229819 ;     1554 ;     N   ;         500 ;       ? ; entrada
   229899 ;     1528 ;     N   ;         300 ;   69450 ; saida
   229960 ;     1540 ;     N   ;         150 ;   68590 ; saida
   230050 ;     1549 ;     N   ;         350 ;   67890 ; saida
   230270 ;     1444 ;     N   ;         350 ;   79493 ; saida
   230201 ;     1504 ;     E   ;         150 ;   76341 ; saida
   230128 ;     1564 ;     N   ;         450 ;   64277 ; saida
   230488 ;     1480 ;     N   ;         350 ;   78777 ; saida
   230424 ;     1473 ;     N   ;         450 ;   79015 ; saida
   230357 ;     1461 ;     N   ;         450 ;   79301 ; saida
   230636 ;     1506 ;     N   ;         100 ;   76407 ; saida
   230566 ;     1496 ;     N   ;         350 ;   77525 ; saida
   230731 ;     1141 ;     N   ;         150 ;  123893 ; saida
   230833 ;     1153 ;     N   ;         400 ;  122911 ; saida
   231041 ;     1568 ;     N   ;         450 ;   64767 ; saida
   231078 ;      985 ;     N   ;          50 ;  151582 ; saida
   231123 ;     1610 ;     O   ;         250 ;   59902 ; saida
   231155 ;     1643 ;     O   ;         300 ;   53907 ; saida
   231176 ;     1405 ;     O   ;         250 ;       ? ; entrada
   231216 ;     1418 ;     S   ;         300 ;   86058 ; saida
   231253 ;     1569 ;     N   ;         100 ;   64928 ; saida
   231283 ;      982 ;     N   ;         350 ;  151835 ; saida
   231381 ;     1405 ;     O   ;         250 ;   87030 ; saida
   231401 ;     1359 ;     N   ;         400 ;   96458 ; saida
   231417 ;     1170 ;     N   ;          50 ;  121460 ; saida
   231814 ;     1582 ;     E   ;         450 ;       ? ; entrada
   231845 ;     1567 ;     E   ;         450 ;       ? ; entrada
   231917 ;      984 ;     N   ;         150 ;  152433 ; saida
   232026 ;     1972 ;     S   ;         150 ;       ? ; entrada
   232044 ;     1381 ;     E   ;          50 ;       ? ; entrada
   232082 ;     1380 ;     E   ;         450 ;       ? ; entrada
   232100 ;     1380 ;     E   ;         450 ;   91333 ; saida
   232125 ;     1396 ;     E   ;         350 ;       ? ; entrada
   232130 ;     1292 ;     E   ;         450 ;       ? ; entrada
   232155 ;     1375 ;     E   ;         350 ;       ? ; entrada
   232184 ;     1396 ;     E   ;         350 ;   91577 ; saida
   232207 ;     1299 ;     E   ;         250 ;       ? ; entrada
   232230 ;     1299 ;     E   ;         250 ;  103357 ; saida
   232252 ;     1251 ;     E   ;         300 ;       ? ; entrada
   232310 ;     1251 ;     E   ;         300 ;  112484 ; saida
   232337 ;     1467 ;     E   ;         250 ;       ? ; entrada
   232381 ;     1467 ;     E   ;         250 ;   81830 ; saida
   232436 ;     1453 ;     E   ;         450 ;       ? ; entrada
   232511 ;     1453 ;     E   ;         450 ;   82344 ; saida
   232546 ;     1449 ;     E   ;         200 ;       ? ; entrada
   232623 ;     1449 ;     E   ;         200 ;   82871 ; saida
   232693 ;     1213 ;     E   ;         450 ;  115961 ; saida
   232773 ;      963 ;     N   ;         300 ;  156455 ; saida
   232803 ;     1448 ;     E   ;          50 ;       ? ; entrada
   232844 ;     1277 ;     E   ;          50 ;       ? ; entrada
   232896 ;     1277 ;     E   ;          50 ;  104953 ; saida
   232971 ;     1274 ;     E   ;         200 ;       ? ; entrada
   233127 ;     1122 ;     N   ;         100 ;  130336 ; saida
   233228 ;     1403 ;     E   ;         450 ;   94587 ; saida
   233377 ;     1256 ;     N   ;         150 ;  113117 ; saida
   233448 ;     1572 ;     N   ;         100 ;   66775 ; saida
   233595 ;     1242 ;     E   ;         300 ;       ? ; entrada
   233610 ;     1268 ;     E   ;          50 ;       ? ; entrada
   233639 ;     1268 ;     E   ;          50 ;  110574 ; saida
   233679 ;     1242 ;     E   ;         300 ;  114821 ; saida
   233731 ;     1576 ;     N   ;         400 ;   66772 ; saida
   233751 ;     1410 ;     E   ;         250 ;   89118 ; saida
   233771 ;     1340 ;     N   ;         200 ;  102490 ; saida
   233812 ;     1586 ;     N   ;         200 ;   65862 ; saida
   233847 ;     1547 ;     N   ;         200 ;       ? ; entrada
   233860 ;     1485 ;     E   ;         200 ;   81750 ; saida
   233905 ;     1132 ;     N   ;         200 ;  128173 ; saida
   233933 ;     1587 ;     N   ;         350 ;   65889 ; saida
   233972 ;     1512 ;     E   ;         250 ;   78972 ; saida
   234007 ;     1294 ;     N   ;         250 ;  105352 ; saida
   234036 ;     1310 ;     N   ;         100 ;  104377 ; saida
   234052 ;     1204 ;     E   ;         200 ;       ? ; entrada
   234079 ;     1325 ;     N   ;         250 ;  103461 ; saida
   234096 ;     1204 ;     E   ;         200 ;  119499 ; saida
   234127 ;     1603 ;     N   ;         450 ;       ? ; entrada
   234129 ;     1337 ;     N   ;         250 ;  103173 ; saida
   234156 ;     1607 ;     N   ;         100 ;       ? ; entrada
   234195 ;     1607 ;     N   ;         100 ;   64028 ; saida
   234224 ;     1593 ;     N   ;         400 ;   65546 ; saida
   234245 ;     1355 ;     N   ;         300 ;  100846 ; saida
   234276 ;     1164 ;     N   ;         100 ;  125164 ; saida
   234345 ;     1551 ;     E   ;         250 ;   71961 ; saida
   234393 ;     1561 ;     E   ;         150 ;   68847 ; saida
   234438 ;     1583 ;     E   ;         150 ;   66867 ; saida
   234480 ;     1246 ;     N   ;         100 ;  115266 ; saida
   234529 ;     1488 ;     N   ;          50 ;   82282 ; saida
   234576 ;     1490 ;     N   ;          50 ;   82237 ; saida
   234662 ;     1689 ;     S   ;         200 ;   48243 ; saida
   234708 ;     1672 ;     S   ;         200 ;   54268 ; saida
   234756 ;     1514 ;     N   ;         200 ;   79485 ; saida
   234804 ;     1526 ;     N   ;         200 ;   72794 ; saida
   234857 ;     1547 ;     N   ;         200 ;   65206 ; saida
   234949 ;     1435 ;     N   ;          50 ;   83647 ; saida
   234973 ;     1468 ;     N   ;         400 ;   83327 ; saida
   234997 ;     1482 ;     N   ;         500 ;   83214 ; saida
   235021 ;     1483 ;     N   ;         250 ;   83148 ; saida
   235053 ;     1505 ;     N   ;         400 ;   80997 ; saida
   235076 ;     1507 ;     N   ;         200 ;   80734 ; saida
   235100 ;     1508 ;     N   ;         250 ;   80540 ; saida
   235208 ;     1417 ;     N   ;         400 ;       ? ; entrada
   235232 ;     1203 ;     N   ;          50 ;  120449 ; saida
   235249 ;     1479 ;     E   ;         250 ;   83525 ; saida
   235222 ;     1416 ;     N   ;         450 ;       ? ; entrada
   235280 ;     1415 ;     N   ;         100 ;       ? ; entrada
   235293 ;     1459 ;     N   ;         250 ;   84242 ; saida
   235321 ;     1415 ;     N   ;         100 ;   90357 ; saida
   235360 ;     1276 ;     E   ;         150 ;       ? ; entrada
   235374 ;     1260 ;     E   ;         300 ;       ? ; entrada
   235407 ;     1260 ;     E   ;         300 ;  114774 ; saida
   235421 ;     1384 ;     N   ;         100 ;       ? ; entrada
   235434 ;     1408 ;     N   ;         450 ;       ? ; entrada
   235452 ;     1360 ;     N   ;         250 ;       ? ; entrada
   235471 ;     1379 ;     N   ;         100 ;       ? ; entrada
   235489 ;     1702 ;     S   ;         450 ;       ? ; entrada
   235340 ;     1392 ;     N   ;         350 ;       ? ; entrada
   235502 ;     1369 ;     N   ;         300 ;       ? ; entrada
   235518 ;     1447 ;     N   ;         450 ;   77033 ; saida
   235530 ;     1562 ;     N   ;         150 ;   69476 ; saida
   235541 ;     1566 ;     N   ;         150 ;   69023 ; saida
   235552 ;     1554 ;     N   ;         500 ;   65905 ; saida
   235568 ;     1525 ;     N   ;         300 ;   75835 ; saida
   235578 ;     1558 ;     N   ;         250 ;   69887 ; saida
   235595 ;     1500 ;     N   ;         450 ;   78492 ; saida
   235614 ;     1699 ;     S   ;          50 ;       ? ; entrada
   236241 ;      933 ;     N   ;         450 ;       ? ; entrada
   236256 ;     1699 ;     S   ;          50 ;   47555 ; saida
   235266 ;     1441 ;     N   ;          50 ;   84584 ; saida
   235629 ;     1416 ;     N   ;         450 ;   90274 ; saida
   235639 ;     1499 ;     E   ;         200 ;   81856 ; saida
   235663 ;     1567 ;     E   ;         450 ;   69461 ; saida
   235692 ;     1972 ;     S   ;         150 ;    4031 ; saida
   235709 ;     1381 ;     E   ;          50 ;   94916 ; saida
   236320 ;     1379 ;     N   ;         100 ;   95510 ; saida
   236346 ;     1702 ;     S   ;         450 ;   47532 ; saida
   236367 ;     1369 ;     N   ;         300 ;   95987 ; saida
   236406 ;     1408 ;     N   ;         450 ;   91880 ; saida
   236428 ;     1384 ;     N   ;         100 ;   95536 ; saida
   236451 ;     1360 ;     N   ;         250 ;   95182 ; saida
   235731 ;     1292 ;     E   ;         450 ;  107109 ; saida
   235754 ;     1375 ;     E   ;         350 ;   95108 ; saida
   235823 ;     1120 ;     O   ;         200 ;       ? ; entrada
   236484 ;     1120 ;     O   ;         200 ;  135598 ; saida
   235863 ;     1448 ;     E   ;          50 ;   86385 ; saida
   235887 ;     1597 ;     E   ;         400 ;   66288 ; saida
   235908 ;     1274 ;     E   ;         200 ;  101952 ; saida
   235931 ;     1183 ;     N   ;         300 ;  121764 ; saida
   235947 ;     1207 ;     O   ;         250 ;       ? ; entrada
   236001 ;     1401 ;     E   ;         350 ;   97453 ; saida
   236028 ;     1571 ;     N   ;         500 ;   69499 ; saida
   236052 ;     1238 ;     E   ;         250 ;       ? ; entrada
   236083 ;     1579 ;     N   ;         350 ;   68914 ; saida
   236553 ;     1207 ;     O   ;         250 ;  114154 ; saida
   236556 ;     1238 ;     E   ;         250 ;  117953 ; saida
   236601 ;      933 ;     N   ;         450 ;  162520 ; saida
   236612 ;     1582 ;     E   ;         450 ;   69136 ; saida
   236633 ;     1308 ;     O   ;         400 ;       ? ; entrada
   236104 ;     1603 ;     N   ;         450 ;   66347 ; saida
   236126 ;     1417 ;     N   ;         400 ;   91022 ; saida
   235591 ;     1598 ;     N   ;         400 ;   66021 ; saida
   236161 ;     1339 ;     N   ;         100 ;  104466 ; saida
   235606 ;     1545 ;     E   ;          50 ;   73446 ; saida
   235269 ;     1438 ;     N   ;         350 ;   84359 ; saida
   235623 ;     1343 ;     N   ;         250 ;  103257 ; saida
   236175 ;     1334 ;     N   ;         450 ;  104154 ; saida
   236200 ;     1276 ;     E   ;         150 ;  108749 ; saida
   237459 ;     1308 ;     O   ;         400 ;  107922 ; saida
   237462 ;      878 ;     N   ;         350 ;       ? ; entrada
   238137 ;     1302 ;     O   ;         500 ;       ? ; entrada
   238399 ;      878 ;     N   ;         350 ;  173030 ; saida
   239007 ;     1302 ;     O   ;         500 ;  109834 ; saida
   239067 ;     1113 ;     O   ;         250 ;       ? ; entrada
   239439 ;     1440 ;     N   ;         500 ;       ? ; entrada
   239494 ;     1440 ;     N   ;         500 ;   88984 ; saida
   239495 ;     1113 ;     O   ;         250 ;  138934 ; saida
   239579 ;     1439 ;     N   ;         200 ;       ? ; entrada
   239759 ;     1458 ;     N   ;         450 ;       ? ; entrada
   239812 ;     1458 ;     N   ;         450 ;   89388 ; saida
   239877 ;     1456 ;     N   ;         350 ;       ? ; entrada
   239911 ;     1457 ;     N   ;          50 ;       ? ; entrada
   239968 ;     1457 ;     N   ;          50 ;   89609 ; saida
   240037 ;     1387 ;     N   ;         350 ;       ? ; entrada
   240077 ;     1387 ;     N   ;         350 ;   99158 ; saida
   240146 ;     1366 ;     O   ;         250 ;       ? ; entrada
   240204 ;     1366 ;     O   ;         250 ;   99925 ; saida
